frequency,cycle,realIMP,imIMP,label
671.8054,36.0,0.53316,0.15259,613
0.01999,141.0,1.29071,0.2295,646
0.01999,137.0,1.15638,0.07198,384
2604.25881,2.0,0.5778,0.03805,1843
8047.32149,1.0,0.3828,0.05241,1214
23.50365,164.0,0.84603,0.16441,314
54.33208,89.0,0.96414,0.24143,47
6.41803,18.0,0.85477,0.26861,1874
7831.883,14.0,0.56166,-0.02359,1313
866.55734,191.0,0.44856,0.15116,1730
0.01999,29.0,0.96939,0.21308,560
0.01999,271.0,1.35285,0.19594,409
0.01999,61.0,1.47749,0.16091,991
49.1479,70.0,0.52432,0.0385,1806
1768.38179,19.0,0.47981,0.03094,361
0.01999,36.0,1.30224,0.14386,1515
0.01999,155.0,1.05937,0.12796,1412
3.30286,240.0,1.41071,0.82854,1082
2.42757,229.0,0.925,0.05228,179
0.01999,155.0,0.9864,0.27452,1541
15989.461,286.0,0.31978,0.08604,2479
2.04875,159.0,0.96648,0.08199,2004
2452.68714,229.0,0.57114,0.07876,2213
140.0883,46.0,0.75418,0.21208,1962
816.94275,8.0,0.44674,0.22438,478
2250.14725,139.0,0.533,0.04944,804
12414.67713,66.0,0.35046,0.00034,1981
0.01999,123.0,1.09672,0.06857,128
1845.90331,21.0,0.45367,0.0188,87
6.2431,188.0,0.94393,0.29676,1044
9902.2154,50.0,0.3292,0.04847,501
12636.06859,1.0,0.34018,-0.02192,1196
5.26942,95.0,0.87786,0.05685,2174
19745.31451,180.0,0.48868,0.04211,1281
49.90299,120.0,0.95278,0.09046,1681
1519.91957,57.0,0.54115,0.11366,1057
0.01999,292.0,1.43759,0.39229,1454
0.01999,244.0,1.39178,0.23648,948
5.80583,194.0,0.93584,0.08985,2267
1334.47982,286.0,0.62042,0.09153,852
0.01999,350.0,1.37148,0.28869,603
85.15085,136.0,1.30139,0.24802,877
0.01999,198.0,1.08116,0.23061,443
7765.45324,253.0,0.44239,0.01264,2415
3231.18183,9.0,0.34777,0.03032,1319
0.01999,226.0,1.09557,0.17055,289
9.9397,80.0,1.37501,0.17849,471
134.26808,208.0,0.6982,0.08966,2389
4.04521,162.0,0.98044,0.20246,894
0.01999,113.0,1.41186,0.26846,1233
120.07901,107.0,0.55336,0.31092,59
3894.26047,95.0,0.3096,0.05683,1661
2.76641,50.0,0.87953,0.17082,110
12.47347,70.0,0.96808,0.25062,295
0.01999,41.0,1.39966,0.54794,830
460.66618,47.0,0.42799,0.0185,226
1.65882,97.0,0.89238,0.13305,1763
6219.26108,219.0,0.26629,0.05389,1035
15837.61804,93.0,0.3335,0.0252,1459
84.01322,106.0,0.65437,0.18463,1285
1.10975,114.0,1.13015,0.15493,1297
0.01999,132.0,1.13158,0.16562,1031
2537.02219,301.0,0.50132,0.10661,2435
41.23062,77.0,0.8747,0.14337,1768
50.58371,180.0,0.80502,0.15763,323
12.3403,38.0,1.11522,0.08209,1790
0.01999,240.0,1.36868,0.19581,1234
82.97538,298.0,0.69297,0.1816,1354
0.01999,140.0,1.31517,0.83226,1620
35.31125,118.0,0.66367,0.25818,679
12733.20662,7.0,0.31154,-0.05699,1981
80.97342,247.0,0.59091,0.09581,222
0.01999,52.0,1.43487,0.27957,976
0.01999,277.0,1.67191,0.19874,1485
33.05843,192.0,0.5762,0.19228,1232
8.79853,252.0,0.92813,0.1892,2218
20004.453,7.0,0.36122,0.03113,630
28.38179,62.0,0.77531,0.09408,1883
0.01999,262.0,1.34728,0.138,590
2536.36026,12.0,0.47615,0.05695,119
2045.73008,149.0,0.47553,0.06911,636
2.39841,93.0,0.75652,0.04604,2108
0.01999,160.0,1.25446,0.12196,34
6.52548,151.0,0.99852,0.27362,1734
2090.35558,236.0,0.53486,0.0454,1900
177.27901,198.0,0.76021,0.06025,2355
9961.66906,182.0,0.28818,-0.00777,976
0.36993,112.0,1.57094,0.49473,1646
19784.59897,132.0,0.46724,-0.05645,2222
1347.88421,103.0,0.51668,0.13397,997
3669.86865,63.0,0.62305,0.04675,1699
18.57432,39.0,0.72702,0.26079,1888
32.28742,110.0,1.09716,0.16369,1690
5.77849,218.0,1.20475,0.05075,798
2548.75041,68.0,0.48813,0.0717,1197
0.01999,196.0,1.06137,0.10988,675
0.01999,54.0,1.16349,0.09813,1372
0.01999,10.0,1.08383,0.03586,147
1699.71923,56.0,0.50371,0.07636,2312
20004.453,95.0,0.26078,-0.06444,1679
7.17497,10.0,0.91929,0.29774,995
0.01999,11.0,1.52361,0.26141,0
13.04186,279.0,1.10367,0.07976,2367
4.13636,106.0,0.63854,0.20967,1233
9.57972,11.0,1.07334,0.18545,1736
108.14816,224.0,0.85251,0.17261,792
0.01999,247.0,1.23302,0.17299,622
6.06131,106.0,1.29378,0.06127,1449
198.32119,236.0,0.6577,0.1779,802
41.58255,218.0,0.77041,0.28074,1548
57.7838,39.0,0.58564,0.13239,1699
0.01999,33.0,1.3961,0.10666,953
2855.74646,116.0,0.32945,0.06242,2354
1689.06332,11.0,0.47996,-0.00359,284
6.09424,202.0,1.29242,0.05543,710
0.01999,251.0,1.15583,0.03552,2467
0.01999,66.0,1.68703,0.48219,1454
802.96072,236.0,0.43695,0.11501,2268
3006.83152,188.0,0.44503,0.07368,387
2180.64032,281.0,0.48218,0.09517,2418
2.39608,215.0,1.04415,0.1793,892
5.15999,156.0,1.40709,0.09079,109
85.34849,181.0,0.66528,0.14085,1890
0.01999,33.0,1.38875,0.28783,1689
0.01999,23.0,1.315,0.21139,1664
0.01999,315.0,1.01226,0.10044,2086
0.01999,20.0,1.33378,0.15761,722
20004.453,9.0,0.26723,-0.04906,1849
3.68075,169.0,0.98434,0.36379,1012
9914.40953,1.0,0.3552,-0.01761,1438
4.17741,87.0,1.12856,0.06709,1903
4.26483,73.0,1.05273,0.1999,672
10.60517,72.0,0.58161,0.08124,1941
13.93993,259.0,0.89409,0.14237,235
1906.02548,197.0,1.28198,0.1404,1737
1571.70524,17.0,0.4282,0.03594,1865
0.01999,239.0,1.17574,0.03973,2361
11.38936,44.0,0.80408,0.23987,778
0.01999,7.0,1.36622,0.07477,548
2311.22006,1.0,0.45613,0.07535,1909
5.00246,32.0,1.11262,0.09885,699
7.09059,109.0,1.24619,0.1184,1351
5.85676,219.0,1.08631,0.0763,118
3369.38128,75.0,0.414,0.0947,1033
0.01999,251.0,0.62761,0.09994,1754
16027.44663,236.0,0.27983,-0.05956,1472
18.01389,41.0,0.95898,0.29926,366
30.87862,176.0,0.85283,0.07712,2443
0.01999,124.0,1.28519,0.01082,1673
99.98366,309.0,0.68043,0.17647,2271
3186.04575,15.0,0.34133,0.06163,1250
9834.98965,82.0,1.03506,-0.00188,2193
3.86799,238.0,2.03297,0.14647,320
207.93574,117.0,0.73868,0.12505,1800
8.1714,207.0,0.83343,0.21767,597
10013.60202,72.0,0.36254,0.05844,1516
7738.92362,184.0,0.46128,0.03777,397
0.01999,72.0,1.75563,0.15566,1345
15565.33446,243.0,0.35642,0.03511,2409
0.1746,252.0,1.09251,0.34075,769
2.60626,258.0,1.16291,0.05843,2393
172.0405,85.0,0.6513,0.30337,1880
0.01999,40.0,1.46243,0.45625,1551
364.74088,314.0,0.61684,0.17114,2167
748.33357,54.0,0.47606,0.10608,697
4.33126,242.0,0.557,0.2193,1422
2.89489,7.0,1.05224,0.163,1489
6.26485,22.0,1.4382,0.04137,1932
16106.48393,146.0,0.30171,-0.0521,1740
0.01999,91.0,1.08118,0.82212,90
1.00386,28.0,1.26432,0.21753,1693
0.01999,10.0,1.01701,0.12907,1369
3.02103,328.0,1.17741,0.09123,2345
332.71756,164.0,0.59698,0.06274,572
176.26281,50.0,0.63117,0.20783,895
15773.61308,214.0,0.43874,0.01681,2188
281.91013,250.0,0.67228,0.19991,386
15840.11465,12.0,0.38845,-0.00218,275
565.39728,63.0,0.55788,0.07923,2128
0.01999,171.0,1.17651,0.27365,287
4152.02611,45.0,0.34506,0.04489,1052
8.66478,8.0,0.76846,0.05726,1963
15.66722,27.0,0.77071,0.12764,1639
0.01999,83.0,1.29866,0.04859,157
0.01999,27.0,1.32124,0.31922,945
91.83208,141.0,0.72824,0.1439,2191
177.55403,81.0,0.54852,0.25298,1280
0.01999,88.0,1.46119,0.15147,189
4637.13123,77.0,0.38804,0.05433,1200
7960.60607,184.0,0.43252,0.05406,1273
15939.3886,108.0,0.32156,-0.03092,1933
3.12878,31.0,1.33146,0.09871,71
0.60737,169.0,1.03523,0.13911,1363
20004.453,1.0,0.30281,-0.02246,1040
622.45202,198.0,0.66518,0.41502,692
0.01999,196.0,1.63834,0.12025,1999
257.9162,1.0,0.41848,0.09896,1978
20004.453,10.0,0.3898,-0.00363,2325
0.01999,79.0,1.2582,0.25437,0
6.06868,90.0,1.0791,0.01699,339
222.14241,212.0,0.51337,0.23349,605
3774.80378,209.0,0.44634,0.12579,354
0.01999,289.0,1.48989,0.97788,2140
0.01999,263.0,1.45471,0.82689,1528
2965.98623,4.0,0.42772,0.01244,1577
0.01999,242.0,1.24364,0.44252,1648
68.41269,59.0,0.66086,0.27066,1562
47.58895,257.0,0.66555,0.13686,2171
0.01999,38.0,0.94813,0.23112,1132
729.60334,50.0,0.3992,0.06298,1719
6235.63319,116.0,0.29073,-0.04968,2366
2.3233,102.0,1.45176,0.36781,1659
21.66928,66.0,0.68368,0.1531,715
3.9811,238.0,1.44463,0.22975,1333
0.01999,88.0,1.26252,0.19943,1778
687.44043,187.0,0.46686,0.05794,2377
48.29321,74.0,0.79684,0.10912,1758
0.01999,215.0,1.73614,0.05754,2405
2166.12381,99.0,0.52729,0.08785,1517
6.50229,93.0,0.98,0.12961,483
0.03669,6.0,1.2445,0.09116,481
7.37508,105.0,0.96923,0.10374,2103
1402.46271,58.0,0.51596,0.13575,714
13.78357,181.0,0.93344,0.07456,2024
2327.19738,179.0,0.40314,0.0116,1577
174.28241,340.0,0.60231,0.10117,2373
540.52165,37.0,0.50228,0.10331,632
26.0322,241.0,0.89846,0.2424,2371
207.97712,239.0,0.66364,0.25977,1303
82.52193,282.0,0.76167,0.14859,2240
181.0495,24.0,0.63454,0.15376,618
3659.92529,280.0,0.39539,0.09562,324
10168.04581,26.0,0.25915,-0.04894,1572
167.00078,301.0,0.66482,0.20799,495
347.78071,97.0,0.41327,0.12653,942
240.77704,158.0,0.60601,0.2468,1886
6.4969,142.0,0.85686,0.08185,2186
3.06114,56.0,1.82907,0.35427,1611
1030.7929,107.0,0.49837,0.04646,159
13.77447,343.0,1.66906,0.3048,236
12443.26043,126.0,0.31833,0.0321,658
2527.26244,82.0,0.38928,0.14941,285
16189.9166,43.0,0.36908,-0.04671,1298
3303.76439,251.0,0.37703,0.04865,481
2368.9217,147.0,0.39395,0.04595,426
20.48875,9.0,0.95075,0.09605,1985
2116.86911,244.0,0.52607,0.10985,391
5.3613,201.0,1.17165,0.10856,403
11.06619,64.0,0.73282,0.28098,1704
4.06525,20.0,1.57487,0.1023,1585
0.01999,167.0,1.27317,0.27187,1130
3025.30536,64.0,0.35979,0.12788,497
6.26399,1.0,1.48017,0.12696,825
12483.16851,254.0,0.35768,0.03549,1342
99.26998,308.0,0.66566,0.0561,2435
4.07944,183.0,1.23791,0.07399,700
5.99235,22.0,0.93757,0.28993,1298
0.01999,234.0,1.19525,0.51624,305
1.4732,287.0,1.67423,0.52034,261
14.04508,182.0,0.79056,0.09279,467
20.70199,195.0,0.82618,0.16292,1983
0.01999,24.0,0.84814,0.13398,958
0.01999,58.0,1.08614,0.24035,90
119.20556,96.0,0.74695,0.03463,1365
127.90097,12.0,0.66112,0.11838,360
19.53222,59.0,0.55894,0.07493,1959
0.01999,23.0,1.47706,0.13444,98
0.01999,118.0,0.98246,0.21402,816
3.70565,271.0,0.90094,0.24071,1229
0.01999,99.0,0.73099,0.50874,2316
38.92831,166.0,0.72578,0.22692,1098
0.01999,72.0,1.07246,0.12495,1904
0.01999,5.0,0.90064,0.10479,2259
3.53967,14.0,1.05506,0.15573,1574
0.01999,223.0,1.45618,0.17971,757
682.33639,10.0,0.5252,0.10959,1498
245.56714,54.0,0.57717,0.09456,1786
2.66399,197.0,1.54431,0.66475,971
942.7162,5.0,0.52076,0.09165,1694
2.13726,132.0,1.61996,0.05247,327
0.01999,31.0,1.14456,0.14063,973
0.7529,242.0,1.36707,0.1089,209
1514.00466,188.0,0.41396,0.13266,929
521.15132,164.0,0.5288,0.09215,1243
2888.29063,109.0,0.49913,0.05304,1340
7.78871,71.0,0.97285,0.23684,1095
107.5956,130.0,0.55775,0.17202,777
0.01999,72.0,1.42758,0.18491,311
10251.37821,114.0,0.34258,0.03854,1122
0.01999,277.0,1.04538,0.04684,482
0.27992,166.0,0.76053,0.26901,1966
2409.52164,30.0,0.53563,0.05173,2402
43.74179,43.0,0.73503,0.11577,313
12586.48454,7.0,0.34535,-0.01239,874
1001.38598,224.0,0.33975,0.07558,1073
15.45056,82.0,0.82588,0.05834,1993
1.54792,129.0,1.16344,0.10713,1631
0.01999,85.0,1.30131,0.21362,1368
0.01999,150.0,1.35135,0.17951,356
150.37478,82.0,0.58521,0.16,1137
44.13044,127.0,0.89607,0.23018,1139
15951.79562,105.0,0.30986,-0.01318,1926
0.01999,38.0,1.53381,0.21788,719
3.44284,74.0,1.01875,0.28535,1727
4012.98264,237.0,0.48687,0.03976,1615
0.01999,216.0,1.24606,0.23313,691
781.81515,29.0,0.42904,0.07341,1333
0.01999,67.0,1.24565,0.126,1305
22.54666,134.0,0.69802,0.08696,2209
83.43588,285.0,0.75706,0.15056,688
2.49952,54.0,0.97487,0.0667,67
309.33541,80.0,0.63146,0.13599,2188
7.62566,144.0,0.93003,0.23233,1573
0.01999,1.0,1.46669,0.5919,1825
0.01999,278.0,1.03062,0.15452,280
489.13857,23.0,0.59256,0.06327,2173
0.01999,81.0,1.07533,0.37004,1842
2456.45073,101.0,0.54689,0.02821,1727
7.31199,149.0,1.10716,0.09125,728
6.34948,91.0,1.06826,0.04306,179
1602.49687,60.0,0.50179,0.046,2286
0.01999,297.0,1.89076,0.44929,1445
205.72564,30.0,0.63818,0.046,1998
0.01999,112.0,1.62821,0.73326,1817
0.01999,64.0,1.08889,0.17919,950
1301.91236,9.0,0.45084,0.08073,1858
0.01999,29.0,1.23927,0.16669,820
9925.05805,31.0,0.46375,0.04681,1735
172.83543,39.0,0.57256,0.19945,1805
3824.73422,211.0,0.49604,0.0512,1753
3473.61795,111.0,0.33811,0.09487,763
4418.8112,81.0,0.34905,0.03985,956
203.82085,50.0,0.7738,0.19944,0
10.09638,75.0,0.64101,0.07442,1890
0.2564,1.0,1.08208,0.0695,2
45.45767,62.0,0.72544,0.23564,1091
171.54629,196.0,0.70116,0.18822,1954
0.01999,127.0,0.9966,0.12298,2163
902.15828,82.0,0.51274,0.14627,1762
1.93833,95.0,1.36492,0.1327,1783
15.18846,198.0,0.872,0.04857,2215
3368.55989,168.0,0.40529,0.09397,1959
103.34077,184.0,0.61397,0.13536,1268
0.01999,279.0,1.05987,0.15859,1393
0.99303,285.0,0.92928,0.72354,1163
15616.52605,68.0,0.3263,0.01387,2235
2630.2421,123.0,0.34578,0.02953,845
12550.17788,241.0,0.43519,0.05016,1434
1003.25279,30.0,0.4397,0.11666,1259
841.08737,88.0,0.53367,0.12908,118
264.28237,275.0,0.76737,0.13001,2042
0.01999,235.0,1.62335,0.19575,209
9881.90291,90.0,0.52476,0.08865,1306
7847.96051,192.0,0.36974,0.04032,991
12422.75747,67.0,0.39914,-0.01928,2251
0.28942,233.0,1.41894,0.3473,1076
638.68561,115.0,0.33491,0.0356,2343
0.01999,186.0,1.64062,0.07573,716
2.63329,334.0,0.91531,0.14898,2031
3.29235,106.0,0.98451,0.06512,1629
0.43714,147.0,1.28884,0.06897,374
1.05901,11.0,0.99309,0.13893,2297
2443.07699,10.0,0.42869,0.15034,859
502.54937,274.0,0.59077,0.09202,2304
29.3857,168.0,1.04692,0.24305,541
12.4178,38.0,1.7416,0.26466,1700
15.22338,175.0,0.74552,0.06388,1950
15752.55623,3.0,0.94042,0.05173,1743
1033.48664,16.0,0.31228,0.22086,857
19657.15252,103.0,0.42419,0.02285,595
4.70973,82.0,0.87213,0.11521,2013
71.7922,79.0,0.54253,0.06867,1860
2272.41657,242.0,0.48709,0.10995,2299
0.01999,214.0,0.99256,0.07225,2444
41.13828,12.0,0.63043,0.25978,400
0.62444,160.0,0.86481,0.24631,78
0.01999,104.0,1.69817,0.00328,47
119.18995,61.0,0.64961,0.15698,1983
0.01999,113.0,0.7166,0.19445,1848
6.30044,68.0,1.58084,0.14247,1042
171.07976,153.0,0.6215,0.10502,1664
11.47577,173.0,0.81381,0.16004,1822
151.34082,224.0,0.5514,0.02217,2438
0.01999,144.0,0.97615,0.14846,1268
668.24951,272.0,0.64409,-0.09647,2414
68.39667,162.0,0.65137,0.13938,52
6.38604,184.0,1.70571,0.22145,274
1479.36034,128.0,0.65379,0.11085,1202
52.27846,62.0,0.95321,0.25244,1056
18.5606,134.0,0.83089,0.22538,1067
21.73351,8.0,1.40793,0.20644,0
1711.44677,107.0,0.36451,0.06946,1694
17.01351,42.0,1.1763,0.20216,1226
0.01999,76.0,1.49759,0.09284,2206
0.01999,142.0,1.3146,0.11536,946
2.8276,19.0,1.35419,0.07715,1334
69.01123,79.0,0.5301,0.08666,2056
9923.89014,128.0,0.40648,-0.01415,404
6.05936,249.0,1.59336,0.40121,740
161.62611,109.0,0.65819,0.23226,1264
128.82293,9.0,0.62213,0.12701,553
1.50325,1.0,1.07964,0.07946,1931
4239.87928,29.0,0.33157,0.03568,1789
5473.01456,127.0,0.42074,0.06025,1024
0.90659,201.0,0.98083,0.10312,540
7793.47514,187.0,0.40051,-0.003,2448
0.01999,195.0,1.34057,0.02323,294
517.57346,176.0,0.46858,0.07524,1309
2.13631,226.0,1.33364,0.23718,490
108.86835,69.0,0.66604,0.15819,1745
2303.59151,172.0,0.4118,0.00385,2173
207.06529,234.0,0.72748,0.2358,1434
9947.69389,143.0,0.34872,0.045,2169
0.01999,179.0,1.09178,0.18648,251
0.01999,58.0,1.43836,0.1771,1315
1647.07267,91.0,0.51493,0.02459,99
1.8182,3.0,0.98015,0.17745,1540
12.04073,74.0,0.95553,0.22355,956
23.20894,240.0,0.92104,0.11903,2068
203.61426,4.0,0.61675,0.00405,2054
179.9501,16.0,0.74041,0.21039,867
128.70576,327.0,0.70472,0.25596,410
16415.99543,102.0,0.28874,-0.05393,1752
2553.42678,274.0,0.44054,0.0433,2081
68.18763,74.0,0.6339,0.19015,1230
12709.61979,231.0,0.32212,-0.04066,412
236.86039,88.0,0.73322,0.29134,271
0.01999,100.0,0.98818,0.14794,1256
41.27484,48.0,0.89694,0.06335,1960
2.06599,123.0,1.25973,0.34416,1275
590.6822,135.0,0.59274,0.03804,1432
20.9014,134.0,0.77288,0.16845,1640
0.01999,36.0,1.32926,0.26872,1150
7.72431,74.0,0.72569,0.15856,271
3149.43417,18.0,0.33674,0.04417,297
736.05125,60.0,0.48953,0.08677,1078
0.01999,232.0,1.14092,1.26104,1132
185.88686,63.0,0.65977,0.20546,743
15877.50856,58.0,0.26892,-0.06192,2354
7.17256,100.0,0.93555,0.21131,726
8.73703,193.0,0.98434,0.14241,43
19988.96995,127.0,0.32696,0.01937,496
0.01999,77.0,1.44861,0.17375,1380
3170.5196,117.0,0.32174,0.04529,940
8.03476,142.0,1.11701,0.10279,1237
15608.99107,205.0,0.48859,-0.00237,2435
179.79738,196.0,0.70149,0.15778,472
7979.52349,54.0,0.33317,0.02259,1809
1228.94069,203.0,0.46,0.14118,1528
0.01999,329.0,1.14573,0.31128,699
1.84349,97.0,1.53514,0.10428,409
2.1756,274.0,1.04332,0.1011,324
13.96319,217.0,0.92289,0.25095,1125
3365.5312,131.0,0.3143,0.1147,1320
559.66656,65.0,0.51438,0.22648,1707
0.01999,222.0,1.16208,0.06954,2233
7896.55131,97.0,0.41642,0.02683,930
16207.57059,19.0,0.4277,0.03522,1717
515.8448,79.0,0.54265,0.04967,1580
0.01999,74.0,1.74133,0.13306,552
0.01999,214.0,1.40868,0.10509,836
0.01999,240.0,1.33253,0.12101,2477
2.28114,157.0,1.29399,0.14115,1815
28.87771,92.0,0.61178,0.27954,443
0.01999,239.0,1.49197,0.52924,402
18.75913,73.0,0.94561,0.21435,2118
0.01999,225.0,1.45252,0.32357,1614
2720.4594,238.0,0.52238,0.12154,932
0.95917,228.0,1.37272,0.06521,684
0.01999,226.0,0.99875,0.21077,846
0.01999,34.0,1.42095,0.1403,1843
107.36687,223.0,0.65438,0.17949,2322
2.17228,257.0,0.96844,0.08244,2415
3.35484,213.0,1.0442,0.18471,737
66.84603,308.0,0.67346,0.10481,2383
0.01999,91.0,1.04548,0.07658,1695
1.65834,15.0,1.09954,0.22054,778
4319.06407,149.0,0.39731,0.12193,908
16124.15129,72.0,0.29846,0.02152,778
104.9803,89.0,0.62855,0.05134,1361
118.67491,174.0,0.55638,0.07612,2405
0.01999,100.0,1.42708,0.1167,103
0.01999,119.0,1.46618,0.10341,1655
0.01999,202.0,1.13248,0.13542,1355
3198.82233,40.0,0.42418,0.0356,2039
3.42352,110.0,1.17845,0.05539,1266
0.01999,16.0,1.39334,0.10616,103
15923.96704,1.0,0.28556,-0.03111,1897
6.95605,239.0,1.82951,0.38048,1042
0.01999,284.0,1.60997,0.98383,1400
3294.52181,21.0,0.39868,0.04141,403
2577.71509,180.0,0.36671,0.06848,1891
3104.06198,91.0,0.44012,0.09746,1235
0.01999,52.0,1.17007,0.11469,1514
834.33035,96.0,0.45551,0.11994,1439
564.56479,71.0,0.53934,0.15688,1526
0.01999,250.0,1.27769,0.2858,916
231.26142,81.0,0.72084,0.07197,2197
253.72345,292.0,0.60901,0.13424,2191
14.77676,234.0,0.95622,0.12049,1348
240.03009,296.0,0.59216,0.13247,306
4.33363,49.0,0.80479,0.23915,1007
0.01999,149.0,1.37573,0.12046,1964
152.26307,257.0,1.31257,0.13419,609
0.01999,232.0,1.74859,0.2224,1263
12.86004,47.0,0.81656,0.19413,616
1043.0975,114.0,0.4779,0.08263,1660
2416.54055,85.0,0.4889,0.10547,1091
19.16281,124.0,0.68719,0.10424,1662
20004.453,74.0,0.31261,-0.03913,910
17.85469,265.0,0.7474,0.05634,2310
20004.453,90.0,0.30682,-0.03642,769
1.93797,97.0,0.95938,0.35821,1562
17.05367,268.0,0.702,0.06686,2228
0.01999,37.0,1.43361,0.13524,2029
0.01999,27.0,1.40352,0.1427,21
2.46764,26.0,0.90278,0.12737,1148
0.01999,81.0,1.31041,0.1491,1871
901.15355,274.0,0.44247,0.12828,2186
264.26874,49.0,0.65296,0.06451,2287
0.01999,55.0,1.48144,0.78742,113
0.01999,269.0,1.47092,0.45152,1427
2156.10803,53.0,0.53619,0.06079,1721
0.01999,114.0,1.12839,1.00322,1494
0.01999,321.0,1.16848,0.3829,220
15957.35186,98.0,0.30814,0.04806,2113
12402.19139,63.0,0.37537,0.00912,1651
16037.9712,134.0,0.33418,-0.01457,854
6.92801,214.0,0.82045,0.14366,193
0.01999,119.0,1.09408,0.10304,80
0.01999,90.0,0.85208,0.24464,1580
0.01999,262.0,1.50657,0.99778,613
2.2853,21.0,0.84784,0.16515,1622
660.95124,58.0,0.49733,-0.00845,2249
0.01999,111.0,1.04656,0.10583,1200
0.01999,8.0,1.21066,0.13033,1816
9958.57164,19.0,0.36417,0.06053,862
10.2873,99.0,0.90656,0.28768,1650
1130.36054,52.0,0.52341,0.08062,1158
2162.5477,241.0,0.45946,0.11033,690
0.01999,150.0,1.34029,0.44162,486
5.42909,12.0,0.86778,0.24506,2093
3419.81025,1.0,0.39659,0.05701,1136
0.01999,228.0,1.44826,0.10279,515
0.01999,64.0,0.70306,0.28065,830
5.45945,69.0,1.39467,0.20842,1282
15844.24968,271.0,0.32834,0.00296,2280
58.87883,266.0,0.76637,0.24624,272
0.01999,238.0,1.7278,0.19458,1690
1.86719,258.0,1.43801,0.12845,1509
628.89948,31.0,0.36478,0.10662,1839
1866.40208,212.0,0.56001,0.02373,2356
75.07246,243.0,0.62875,0.24655,259
2427.54608,48.0,0.34656,0.05323,2053
35.9393,147.0,0.72808,0.16274,547
4.35818,248.0,1.35568,1.09164,2245
22.26884,195.0,0.68392,0.06946,2022
2565.91064,62.0,0.52989,0.09453,1528
138.52044,119.0,0.93577,0.12359,1780
84.0528,113.0,0.92608,0.11697,2373
2208.47357,45.0,0.51991,0.06141,287
227.69788,43.0,0.56504,0.21021,850
282.41486,46.0,0.62441,0.07518,1449
1207.92512,1.0,0.53635,0.15526,839
0.01999,260.0,1.49298,1.38917,473
372.17335,93.0,0.43411,0.13297,1424
0.01999,69.0,1.45134,0.2735,127
3502.73222,95.0,0.4221,0.01907,1666
5289.97251,192.0,0.35631,0.04953,1026
6.07151,28.0,0.8583,0.12241,1038
2920.51637,105.0,0.52309,0.11117,2250
202.08576,91.0,0.67393,0.10991,2018
24.52098,129.0,0.80192,0.1819,2021
0.01999,92.0,0.7427,0.14203,1109
43.83064,288.0,0.77834,0.26047,1327
0.01999,248.0,1.32781,0.17625,883
0.01999,235.0,1.45729,0.15849,410
5.0554,93.0,1.21734,0.22305,571
0.01999,295.0,1.5323,0.56937,514
6366.27044,153.0,0.40146,0.06798,1179
9.70722,31.0,1.48509,0.2676,1442
201.74975,149.0,0.57105,0.2653,905
1.31725,120.0,1.04517,0.20271,1203
641.56753,20.0,0.45956,0.02231,846
58.68528,157.0,0.72745,0.23425,1650
7761.13161,246.0,0.55463,0.06943,398
4.89839,112.0,0.89048,0.10967,2075
48.37346,139.0,0.88209,0.17473,1784
0.01999,101.0,1.75392,0.06126,989
17.91709,172.0,1.54692,0.23567,397
2.1661,49.0,1.57212,0.10539,1576
237.16398,42.0,0.56521,0.12792,1835
19849.12365,132.0,0.36909,0.0248,934
12547.39928,83.0,0.45357,0.0066,1784
35.86437,174.0,0.54318,0.04607,1989
0.01999,155.0,1.11704,0.06112,425
0.01999,233.0,1.29848,0.12057,904
6.02582,212.0,0.92373,0.29519,2351
3344.31977,103.0,0.39771,0.03762,1755
9909.29352,14.0,0.95312,0.02962,195
107.23834,133.0,0.74955,0.11974,1851
4162.97067,30.0,0.40177,0.10246,1864
16.46442,64.0,0.80721,0.21518,1751
2647.82218,268.0,0.37529,0.03699,436
17.08003,269.0,0.76771,0.06187,2205
2162.55666,188.0,0.37389,0.06684,1161
16.3303,83.0,0.68664,0.1117,1857
6.74541,137.0,0.83188,0.24565,1308
1.33292,26.0,1.4891,0.15138,484
0.01999,218.0,1.48936,0.21537,685
0.01999,176.0,1.30004,0.12605,1658
89.9241,50.0,0.72666,0.09314,2176
2330.60871,62.0,0.38583,0.07647,1762
332.05728,34.0,0.58006,0.07278,1926
44.19059,257.0,0.73682,0.19483,2092
0.01999,96.0,0.87366,0.09265,1349
2956.75559,330.0,0.51479,0.05377,569
0.01999,74.0,1.63065,0.16808,520
12408.23988,107.0,0.3853,0.00472,2262
20.12137,119.0,0.65944,0.15667,2089
5.87215,20.0,1.36724,0.12241,486
7753.68401,119.0,0.45974,-0.02086,20
6.50158,131.0,1.32916,0.15274,918
2542.3159,253.0,0.43501,0.04741,2244
0.01999,279.0,1.4282,0.13247,464
0.01999,200.0,1.06233,0.11485,2285
3.87041,89.0,1.34816,0.11675,345
2434.9633,267.0,0.44842,0.04364,2306
43.77489,168.0,0.81506,0.27494,697
36.85447,253.0,0.61114,0.22444,2376
0.01999,201.0,1.02949,0.10927,1236
20.81398,64.0,0.71408,0.13659,485
1.57599,88.0,1.06879,0.1207,1667
3.44373,87.0,0.76003,0.10325,0
0.01999,46.0,1.39213,0.7861,1084
1798.06035,42.0,0.60225,0.04793,142
3009.89733,96.0,0.45244,0.03916,105
12696.81334,131.0,0.31647,-0.00947,1758
